[rospy.client][INFO] 2025-03-27 15:19:50,443: init_node, name[/sonar_processor_29673_1743063590431], pid[29673]
[xmlrpc][INFO] 2025-03-27 15:19:50,443: XML-RPC server binding to 127.0.0.1:0
[rospy.init][INFO] 2025-03-27 15:19:50,443: ROS Slave URI: [http://localhost:42015/]
[xmlrpc][INFO] 2025-03-27 15:19:50,443: Started XML-RPC server [http://localhost:42015/]
[rospy.impl.masterslave][INFO] 2025-03-27 15:19:50,444: _ready: http://localhost:42015/
[rospy.registration][INFO] 2025-03-27 15:19:50,444: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 15:19:50,444: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 15:19:50,544: registered with master
[rospy.rosout][INFO] 2025-03-27 15:19:50,544: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 15:19:50,549: connected to core topic /rosout
[rosout][INFO] 2025-03-27 15:19:53,505: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:53,602: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:53,705: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:53,802: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:53,905: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,002: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,105: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,202: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,306: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,402: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,506: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,602: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,706: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,803: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:54,906: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:55,003: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:55,106: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:55,203: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:55,306: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:55,403: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:55,506: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:55,603: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:55,706: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:55,803: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:55,906: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:56,003: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,106: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,203: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,306: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,403: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,506: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,603: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,706: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,803: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:56,907: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,003: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,107: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,204: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,307: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,404: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,507: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,604: Back Left Min: 0.92, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:19:57,707: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:57,804: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:57,907: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,004: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,107: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,204: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,307: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,404: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,507: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,604: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,707: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,804: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:58,907: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,004: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,107: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,204: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,308: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,404: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,508: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,605: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,708: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,805: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:19:59,908: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,005: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,108: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,205: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,308: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,405: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,508: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,605: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,709: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,805: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:00,908: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,005: Back Left Min: 0.92, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,108: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,205: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,308: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,405: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,508: Back Left Min: 0.91, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:20:01,605: Back Left Min: 0.91, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:20:01,709: Back Left Min: 0.91, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:20:01,805: Back Left Min: 0.91, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:20:01,909: Back Left Min: 0.92, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:20:02,005: Back Left Min: 0.92, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:20:02,109: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,206: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,309: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,406: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,509: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,606: Back Left Min: 0.92, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:20:02,709: Back Left Min: 0.91, Back Right Min: 0.92
[rosout][INFO] 2025-03-27 15:20:02,806: Back Left Min: 0.91, Back Right Min: 0.92
[rosout][INFO] 2025-03-27 15:20:02,909: Back Left Min: 0.91, Back Right Min: 0.92
[rosout][INFO] 2025-03-27 15:20:03,006: Back Left Min: 0.90, Back Right Min: 1.02
[rosout][INFO] 2025-03-27 15:20:03,109: Back Left Min: 0.90, Back Right Min: 1.02
[rosout][INFO] 2025-03-27 15:20:03,206: Back Left Min: 0.90, Back Right Min: 1.02
[rosout][INFO] 2025-03-27 15:20:03,309: Back Left Min: 0.92, Back Right Min: 1.05
[rosout][INFO] 2025-03-27 15:20:03,406: Back Left Min: 0.92, Back Right Min: 1.05
[rosout][INFO] 2025-03-27 15:20:03,509: Back Left Min: 0.92, Back Right Min: 1.06
[rosout][INFO] 2025-03-27 15:20:03,606: Back Left Min: 0.95, Back Right Min: 1.06
[rosout][INFO] 2025-03-27 15:20:03,709: Back Left Min: 0.95, Back Right Min: 1.06
[rosout][INFO] 2025-03-27 15:20:03,806: Back Left Min: 0.95, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:03,910: Back Left Min: 0.96, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:04,006: Back Left Min: 0.96, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:04,110: Back Left Min: 0.96, Back Right Min: 1.36
[rosout][INFO] 2025-03-27 15:20:04,206: Back Left Min: 0.97, Back Right Min: 1.36
[rosout][INFO] 2025-03-27 15:20:04,310: Back Left Min: 0.97, Back Right Min: 1.36
[rosout][INFO] 2025-03-27 15:20:04,406: Back Left Min: 0.98, Back Right Min: 1.07
[rosout][INFO] 2025-03-27 15:20:04,510: Back Left Min: 0.98, Back Right Min: 1.07
[rosout][INFO] 2025-03-27 15:20:04,607: Back Left Min: 0.98, Back Right Min: 1.07
[rosout][INFO] 2025-03-27 15:20:04,710: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:04,807: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:04,910: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:05,007: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:05,110: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:05,207: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,310: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,407: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,510: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,607: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,710: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:05,807: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:05,910: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:06,007: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:06,110: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:06,207: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:06,310: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,407: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,511: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,607: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,711: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,807: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:06,911: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:07,008: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:07,111: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:07,208: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:07,311: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:07,408: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:07,511: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:07,608: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:07,711: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:07,808: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:07,911: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:08,008: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,111: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,208: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,311: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,408: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,511: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,608: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,711: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,808: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:08,912: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:09,008: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:09,112: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,208: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,312: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,409: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,512: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,609: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,712: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,809: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:09,912: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,009: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,112: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,209: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,312: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,409: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,512: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,609: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,712: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,809: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:10,912: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:11,009: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:11,112: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,209: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,313: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,409: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,513: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,609: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,713: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,810: Back Left Min: 0.97, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:11,913: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:12,010: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:12,113: Back Left Min: 0.97, Back Right Min: 1.38
[rosout][INFO] 2025-03-27 15:20:12,210: Back Left Min: 0.97, Back Right Min: 1.04
[rosout][INFO] 2025-03-27 15:20:12,313: Back Left Min: 0.97, Back Right Min: 1.04
[rosout][INFO] 2025-03-27 15:20:12,410: Back Left Min: 0.97, Back Right Min: 1.04
[rosout][INFO] 2025-03-27 15:20:12,513: Back Left Min: 0.96, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:12,610: Back Left Min: 0.96, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:12,713: Back Left Min: 0.96, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:12,810: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:12,913: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:13,010: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:13,113: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:13,210: Back Left Min: 0.97, Back Right Min: 1.39
[rosout][INFO] 2025-03-27 15:20:13,313: Back Left Min: 0.97, Back Right Min: 0.93
[rosout][INFO] 2025-03-27 15:20:13,410: Back Left Min: 0.96, Back Right Min: 0.93
[rosout][INFO] 2025-03-27 15:20:13,514: Back Left Min: 0.96, Back Right Min: 0.93
[rosout][INFO] 2025-03-27 15:20:13,610: Back Left Min: 0.96, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:20:13,714: Back Left Min: 0.97, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:20:13,810: Back Left Min: 0.97, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:20:13,914: Back Left Min: 0.97, Back Right Min: 0.92
[rosout][INFO] 2025-03-27 15:20:14,010: Back Left Min: 0.97, Back Right Min: 0.92
[rosout][INFO] 2025-03-27 15:20:14,114: Back Left Min: 0.97, Back Right Min: 0.90
[rosout][INFO] 2025-03-27 15:20:14,211: Back Left Min: 0.96, Back Right Min: 0.90
[rosout][INFO] 2025-03-27 15:20:14,314: Back Left Min: 0.93, Back Right Min: 0.90
[rosout][INFO] 2025-03-27 15:20:14,411: Back Left Min: 0.93, Back Right Min: 1.37
[rosout][INFO] 2025-03-27 15:20:14,514: Back Left Min: 0.90, Back Right Min: 1.40
[rosout][INFO] 2025-03-27 15:20:14,611: Back Left Min: 0.90, Back Right Min: 1.40
[rosout][INFO] 2025-03-27 15:20:14,714: Back Left Min: 0.90, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:20:14,811: Back Left Min: 0.95, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:20:14,914: Back Left Min: 0.95, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:20:15,011: Back Left Min: 0.95, Back Right Min: 1.41
[rosout][INFO] 2025-03-27 15:20:15,114: Back Left Min: 0.99, Back Right Min: 1.41
[rosout][INFO] 2025-03-27 15:20:15,211: Back Left Min: 0.99, Back Right Min: 1.41
[rosout][INFO] 2025-03-27 15:20:15,314: Back Left Min: 0.99, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:20:15,411: Back Left Min: 0.99, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:20:15,514: Back Left Min: 0.99, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:20:15,611: Back Left Min: 0.99, Back Right Min: 0.84
[rosout][INFO] 2025-03-27 15:20:15,714: Back Left Min: 0.99, Back Right Min: 0.84
[rosout][INFO] 2025-03-27 15:20:15,811: Back Left Min: 0.99, Back Right Min: 0.84
[rosout][INFO] 2025-03-27 15:20:15,914: Back Left Min: 0.99, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:20:16,011: Back Left Min: 0.99, Back Right Min: 0.85
